date,amount,price,symbol
2017-03-27,171.0,140.88,aapl
2017-03-27,28.0,838.51,googl
2017-03-27,28.0,838.51,googl
2017-03-28,172.0,141.76,fb
2017-03-28,171.0,141.76,fb
2017-03-30,-171.0,142.41,fb
2017-03-30,-174.0,142.41,fb
2017-03-30,-171.0,143.93,aapl
2017-03-30,-172.0,143.93,aapl
2017-03-30,-28.0,849.48,googl
2017-03-30,-29.0,849.48,googl
2017-03-31,-170.0,147.81,nflx
2017-03-31,-168.0,147.81,nflx
2017-04-03,174.0,142.28,fb
2017-04-03,174.0,142.28,fb
2017-04-03,172.0,143.7,aapl
2017-04-03,173.0,143.7,aapl
2017-04-03,29.0,856.75,googl
2017-04-03,29.0,856.75,googl
2017-04-04,-174.0,141.73,fb
2017-04-04,-175.0,141.73,fb
2017-04-04,-29.0,852.57,googl
2017-04-04,-29.0,852.57,googl
2017-04-05,175.0,141.85,fb
2017-04-05,175.0,141.85,fb
2017-04-05,-173.0,144.02,aapl
2017-04-05,-173.0,144.02,aapl
2017-04-06,168.0,143.74,nflx
2017-04-06,173.0,143.74,nflx
2017-04-06,-28.0,898.28,amzn
2017-04-06,-27.0,898.28,amzn
2017-04-06,-175.0,141.17,fb
2017-04-06,-176.0,141.17,fb
2017-04-07,-173.0,143.11,nflx
2017-04-07,-172.0,143.11,nflx
2017-04-10,172.0,143.85,nflx
2017-04-10,171.0,143.85,nflx
2017-04-10,27.0,907.04,amzn
2017-04-10,27.0,907.04,amzn
2017-04-10,176.0,141.04,fb
2017-04-10,174.0,141.04,fb
2017-04-11,-27.0,902.36,amzn
2017-04-11,-27.0,902.36,amzn
2017-04-11,-174.0,139.92,fb
2017-04-11,-176.0,139.92,fb
2017-04-12,-171.0,143.83,nflx
2017-04-12,-171.0,143.83,nflx
2017-04-12,173.0,141.8,aapl
2017-04-12,173.0,141.8,aapl
2017-04-12,29.0,841.46,googl
2017-04-12,29.0,841.46,googl
2017-04-13,-173.0,141.05,aapl
2017-04-13,-174.0,141.05,aapl
2017-04-13,-29.0,840.18,googl
2017-04-13,-29.0,840.18,googl
2017-04-17,171.0,147.25,nflx
2017-04-17,166.0,147.25,nflx
2017-04-17,27.0,901.99,amzn
2017-04-17,27.0,901.99,amzn
2017-04-17,176.0,141.42,fb
2017-04-17,173.0,141.42,fb
2017-04-17,174.0,141.83,aapl
2017-04-17,172.0,141.83,aapl
2017-04-17,29.0,855.13,googl
2017-04-17,28.0,855.13,googl
2017-04-18,-166.0,143.36,nflx
2017-04-18,-173.0,143.36,nflx
2017-04-18,-173.0,140.96,fb
2017-04-18,-176.0,140.96,fb
2017-04-18,-172.0,141.2,aapl
2017-04-18,-176.0,141.2,aapl
2017-04-18,-28.0,853.99,googl
2017-04-18,-29.0,853.99,googl
2017-04-19,-27.0,899.2,amzn
2017-04-19,-27.0,899.2,amzn
2017-04-19,176.0,142.27,fb
2017-04-19,173.0,142.27,fb
2017-04-19,29.0,856.51,googl
2017-04-19,28.0,856.51,googl
2017-04-20,173.0,141.18,nflx
2017-04-20,174.0,141.18,nflx
2017-04-20,27.0,902.06,amzn
2017-04-20,27.0,902.06,amzn
2017-04-20,176.0,142.44,aapl
2017-04-20,172.0,142.44,aapl
2017-04-21,-27.0,898.53,amzn
2017-04-21,-27.0,898.53,amzn
2017-04-21,-173.0,143.68,fb
2017-04-21,-172.0,143.68,fb
2017-04-21,-172.0,142.27,aapl
2017-04-21,-174.0,142.27,aapl
2017-04-21,-28.0,858.95,googl
2017-04-21,-28.0,858.95,googl
2017-04-24,27.0,907.41,amzn
2017-04-24,27.0,907.41,amzn
2017-04-24,172.0,145.47,fb
2017-04-24,170.0,145.47,fb
2017-04-24,174.0,143.64,aapl
2017-04-24,173.0,143.64,aapl
2017-04-24,28.0,878.93,googl
2017-04-24,28.0,878.93,googl
2017-04-26,-174.0,150.17,nflx
2017-04-26,-170.0,150.17,nflx
2017-04-26,-173.0,143.6508,aapl
2017-04-26,-177.0,143.6508,aapl
2017-04-27,170.0,153.08,nflx
2017-04-27,166.0,153.08,nflx
2017-04-27,177.0,143.79,aapl
2017-04-27,177.0,143.79,aapl
2017-04-28,-166.0,152.2,nflx
2017-04-28,-168.0,152.2,nflx
2017-04-28,-177.0,143.65,aapl
2017-04-28,-178.0,143.65,aapl
2017-05-01,168.0,155.35,nflx
2017-05-01,167.0,155.35,nflx
2017-05-01,178.0,146.6,aapl
2017-05-01,177.0,146.6,aapl
2017-05-02,-27.0,946.68,amzn
2017-05-02,-27.0,946.68,amzn
2017-05-03,-167.0,155.59,nflx
2017-05-03,-170.0,155.59,nflx
2017-05-03,-170.0,151.8,fb
2017-05-03,-174.0,151.8,fb
2017-05-03,-177.0,147.06,aapl
2017-05-03,-180.0,147.06,aapl
2017-05-04,170.0,157.25,nflx
2017-05-04,168.0,157.25,nflx
2017-05-05,-168.0,156.6,nflx
2017-05-05,-169.0,156.6,nflx
2017-05-05,180.0,148.96,aapl
2017-05-05,177.0,148.96,aapl
2017-05-05,-28.0,950.28,googl
2017-05-05,-27.0,950.28,googl
2017-05-08,27.0,949.04,amzn
2017-05-08,27.0,949.04,amzn
2017-05-08,174.0,151.06,fb
2017-05-08,175.0,151.06,fb
2017-05-08,27.0,958.69,googl
2017-05-08,27.0,958.69,googl
2017-05-09,169.0,157.46,nflx
2017-05-09,170.0,157.46,nflx
2017-05-09,-175.0,150.48,fb
2017-05-09,-177.0,150.48,fb
2017-05-09,-27.0,956.71,googl
2017-05-09,-27.0,956.71,googl
2017-05-10,-27.0,948.95,amzn
2017-05-10,-28.0,948.95,amzn
2017-05-10,-177.0,153.26,aapl
2017-05-10,-175.0,153.26,aapl
2017-05-11,-170.0,158.54,nflx
2017-05-11,-169.0,158.54,nflx
2017-05-11,175.0,153.95,aapl
2017-05-11,174.0,153.95,aapl
2017-05-11,27.0,955.89,googl
2017-05-11,28.0,955.89,googl
2017-05-12,169.0,160.81,nflx
2017-05-12,166.0,160.81,nflx
2017-05-12,28.0,961.35,amzn
2017-05-12,27.0,961.35,amzn
2017-05-12,177.0,150.33,fb
2017-05-12,178.0,150.33,fb
2017-05-12,-28.0,955.14,googl
2017-05-12,-28.0,955.14,googl
2017-05-15,-166.0,160.02,nflx
2017-05-15,-169.0,160.02,nflx
2017-05-15,-27.0,957.97,amzn
2017-05-15,-28.0,957.97,amzn
2017-05-15,-178.0,150.19,fb
2017-05-15,-180.0,150.19,fb
2017-05-15,-174.0,155.7,aapl
2017-05-15,-173.0,155.7,aapl
2017-05-15,28.0,959.22,googl
2017-05-15,28.0,959.22,googl
2017-05-16,28.0,966.07,amzn
2017-05-16,27.0,966.07,amzn
2017-05-17,-27.0,944.52,amzn
2017-05-17,-28.0,944.52,amzn
2017-05-17,-28.0,942.17,googl
2017-05-17,-28.0,942.17,googl
2017-05-18,169.0,155.7,nflx
2017-05-18,168.0,155.7,nflx
2017-05-18,28.0,958.49,amzn
2017-05-18,27.0,958.49,amzn
2017-05-18,180.0,147.66,fb
2017-05-18,177.0,147.66,fb
2017-05-18,173.0,152.54,aapl
2017-05-18,172.0,152.54,aapl
2017-05-18,28.0,950.5,googl
2017-05-18,27.0,950.5,googl
2017-05-23,-177.0,148.07,fb
2017-05-23,-181.0,148.07,fb
2017-05-23,-172.0,153.8,aapl
2017-05-23,-174.0,153.8,aapl
2017-05-24,-168.0,157.75,nflx
2017-05-24,-170.0,157.75,nflx
2017-05-24,181.0,150.04,fb
2017-05-24,179.0,150.04,fb
2017-05-25,170.0,163.05,nflx
2017-05-25,166.0,163.05,nflx
2017-05-25,174.0,153.87,aapl
2017-05-25,175.0,153.87,aapl
2017-05-26,-166.0,162.43,nflx
2017-05-26,-169.0,162.43,nflx
2017-05-26,-175.0,153.61,aapl
2017-05-26,-178.0,153.61,aapl
2017-05-30,169.0,163.22,nflx
2017-05-30,168.0,163.22,nflx
2017-05-30,178.0,153.67,aapl
2017-05-30,178.0,153.67,aapl
2017-05-31,-168.0,163.07,nflx
2017-05-31,-168.0,163.07,nflx
2017-05-31,-27.0,994.62,amzn
2017-05-31,-27.0,994.62,amzn
2017-05-31,-179.0,151.46,fb
2017-05-31,-181.0,151.46,fb
2017-05-31,-178.0,152.76,aapl
2017-05-31,-180.0,152.76,aapl
2017-05-31,-27.0,987.09,googl
2017-05-31,-27.0,987.09,googl
2017-06-01,27.0,995.95,amzn
2017-06-01,27.0,995.95,amzn
2017-06-01,181.0,151.53,fb
2017-06-01,180.0,151.53,fb
2017-06-01,180.0,153.18,aapl
2017-06-01,178.0,153.18,aapl
2017-06-01,27.0,988.29,googl
2017-06-01,27.0,988.29,googl
2017-06-02,168.0,165.18,nflx
2017-06-02,166.0,165.18,nflx
2017-06-05,-166.0,165.06,nflx
2017-06-05,-168.0,165.06,nflx
2017-06-05,-178.0,153.93,aapl
2017-06-05,-180.0,153.93,aapl
2017-06-06,168.0,165.17,nflx
2017-06-06,168.0,165.17,nflx
2017-06-06,-27.0,1002.97,amzn
2017-06-06,-27.0,1002.97,amzn
2017-06-06,-180.0,152.81,fb
2017-06-06,-181.0,152.81,fb
2017-06-06,180.0,154.45,aapl
2017-06-06,179.0,154.45,aapl
2017-06-06,-27.0,996.68,googl
2017-06-06,-27.0,996.68,googl
2017-06-07,27.0,1010.07,amzn
2017-06-07,27.0,1010.07,amzn
2017-06-07,181.0,153.12,fb
2017-06-07,180.0,153.12,fb
2017-06-07,27.0,1001.59,googl
2017-06-07,27.0,1001.59,googl
2017-06-08,-27.0,1009.94,amzn
2017-06-08,-27.0,1009.94,amzn
2017-06-08,-179.0,154.99,aapl
2017-06-08,-179.0,154.99,aapl
2017-06-09,-168.0,158.03,nflx
2017-06-09,-176.0,158.03,nflx
2017-06-09,-180.0,149.63,fb
2017-06-09,-186.0,149.63,fb
2017-06-09,-27.0,970.12,googl
2017-06-09,-28.0,970.12,googl
2017-06-13,176.0,152.72,nflx
2017-06-13,172.0,152.72,nflx
2017-06-13,27.0,980.79,amzn
2017-06-13,26.0,980.79,amzn
2017-06-13,186.0,150.68,fb
2017-06-13,174.0,150.68,fb
2017-06-13,179.0,146.59,aapl
2017-06-13,179.0,146.59,aapl
2017-06-13,28.0,970.5,googl
2017-06-13,27.0,970.5,googl
2017-06-14,-172.0,152.2,nflx
2017-06-14,-175.0,152.2,nflx
2017-06-14,-26.0,976.47,amzn
2017-06-14,-27.0,976.47,amzn
2017-06-14,-174.0,150.25,fb
2017-06-14,-177.0,150.25,fb
2017-06-14,-179.0,145.16,aapl
2017-06-14,-183.0,145.16,aapl
2017-06-14,-27.0,967.93,googl
2017-06-14,-27.0,967.93,googl
2017-06-16,175.0,152.38,nflx
2017-06-16,172.0,152.38,nflx
2017-06-16,27.0,987.71,amzn
2017-06-16,26.0,987.71,amzn
2017-06-16,177.0,150.64,fb
2017-06-16,174.0,150.64,fb
2017-06-19,183.0,146.34,aapl
2017-06-19,180.0,146.34,aapl
2017-06-19,27.0,975.22,googl
2017-06-19,27.0,975.22,googl
2017-06-20,-172.0,152.05,nflx
2017-06-20,-176.0,152.05,nflx
2017-06-20,-26.0,992.59,amzn
2017-06-20,-27.0,992.59,amzn
2017-06-20,-174.0,152.25,fb
2017-06-20,-176.0,152.25,fb
2017-06-20,-180.0,145.01,aapl
2017-06-20,-185.0,145.01,aapl
2017-06-20,-27.0,968.99,googl
2017-06-20,-27.0,968.99,googl
2017-06-21,176.0,155.03,nflx
2017-06-21,172.0,155.03,nflx
2017-06-21,27.0,1002.23,amzn
2017-06-21,26.0,1002.23,amzn
2017-06-21,176.0,153.91,fb
2017-06-21,173.0,153.91,fb
2017-06-21,185.0,145.87,aapl
2017-06-21,182.0,145.87,aapl
2017-06-21,27.0,978.59,googl
2017-06-21,27.0,978.59,googl
2017-06-22,-172.0,154.89,nflx
2017-06-22,-174.0,154.89,nflx
2017-06-22,-26.0,1001.3,amzn
2017-06-22,-26.0,1001.3,amzn
2017-06-22,-173.0,153.4,fb
2017-06-22,-175.0,153.4,fb
2017-06-22,-182.0,145.63,aapl
2017-06-22,-185.0,145.63,aapl
2017-06-22,-27.0,976.62,googl
2017-06-22,-27.0,976.62,googl
2017-06-23,174.0,158.03,nflx
2017-06-23,170.0,158.03,nflx
2017-06-23,26.0,1003.74,amzn
2017-06-23,26.0,1003.74,amzn
2017-06-23,175.0,155.07,fb
2017-06-23,173.0,155.07,fb
2017-06-23,185.0,146.35,aapl
2017-06-23,184.0,146.35,aapl
2017-06-23,27.0,986.09,googl
2017-06-23,27.0,986.09,googl
2017-06-26,-170.0,157.5,nflx
2017-06-26,-172.0,157.5,nflx
2017-06-26,-26.0,993.98,amzn
2017-06-26,-27.0,993.98,amzn
2017-06-26,-173.0,153.59,fb
2017-06-26,-177.0,153.59,fb
2017-06-26,-184.0,145.82,aapl
2017-06-26,-186.0,145.82,aapl
2017-06-26,-27.0,972.09,googl
2017-06-26,-27.0,972.09,googl
2017-06-28,172.0,153.41,nflx
2017-06-28,171.0,153.41,nflx
2017-06-28,27.0,990.33,amzn
2017-06-28,26.0,990.33,amzn
2017-06-28,177.0,153.24,fb
2017-06-28,171.0,153.24,fb
2017-06-28,186.0,145.83,aapl
2017-06-28,180.0,145.83,aapl
2017-06-28,27.0,961.01,googl
2017-06-28,27.0,961.01,googl
2017-06-29,-171.0,150.09,nflx
2017-06-29,-178.0,150.09,nflx
2017-06-29,-26.0,975.93,amzn
2017-06-29,-27.0,975.93,amzn
2017-06-29,-171.0,151.04,fb
2017-06-29,-177.0,151.04,fb
2017-06-29,-180.0,143.68,aapl
2017-06-29,-186.0,143.68,aapl
2017-06-29,-27.0,937.82,googl
2017-06-29,-28.0,937.82,googl
2017-06-30,186.0,144.02,aapl
2017-06-30,182.0,144.02,aapl
2017-07-03,-182.0,143.5,aapl
2017-07-03,-182.0,143.5,aapl
2017-07-05,178.0,147.61,nflx
2017-07-05,174.0,147.61,nflx
2017-07-05,27.0,971.4,amzn
2017-07-05,26.0,971.4,amzn
2017-07-05,177.0,150.34,fb
2017-07-05,171.0,150.34,fb
2017-07-05,182.0,144.09,aapl
2017-07-05,179.0,144.09,aapl
2017-07-05,28.0,932.26,googl
2017-07-05,27.0,932.26,googl
2017-07-06,-174.0,146.25,nflx
2017-07-06,-178.0,146.25,nflx
2017-07-06,-26.0,965.14,amzn
2017-07-06,-27.0,965.14,amzn
2017-07-06,-171.0,148.82,fb
2017-07-06,-175.0,148.82,fb
2017-07-06,-179.0,142.73,aapl
2017-07-06,-183.0,142.73,aapl
2017-07-06,-27.0,927.69,googl
2017-07-06,-28.0,927.69,googl
2017-07-07,178.0,150.18,nflx
2017-07-07,172.0,150.18,nflx
2017-07-07,27.0,978.76,amzn
2017-07-07,26.0,978.76,amzn
2017-07-07,175.0,151.44,fb
2017-07-07,171.0,151.44,fb
2017-07-07,183.0,144.18,aapl
2017-07-07,179.0,144.18,aapl
2017-07-07,28.0,940.81,googl
2017-07-07,27.0,940.81,googl
2017-07-11,-26.0,994.13,amzn
2017-07-11,-26.0,994.13,amzn
2017-07-12,26.0,1006.51,amzn
2017-07-12,26.0,1006.51,amzn
2017-07-13,-172.0,158.17,nflx
2017-07-13,-172.0,158.17,nflx
2017-07-13,-26.0,999.855,amzn
2017-07-13,-27.0,999.855,amzn
2017-07-14,172.0,161.12,nflx
2017-07-14,169.0,161.12,nflx
2017-07-14,27.0,1001.81,amzn
2017-07-14,27.0,1001.81,amzn
2017-07-17,-171.0,159.73,fb
2017-07-17,-172.0,159.73,fb
2017-07-17,-27.0,975.96,googl
2017-07-17,-28.0,975.96,googl
2017-07-18,172.0,162.86,fb
2017-07-18,169.0,162.86,fb
2017-07-18,28.0,986.95,googl
2017-07-18,27.0,986.95,googl
2017-07-20,-169.0,183.6,nflx
2017-07-20,-156.0,183.6,nflx
2017-07-20,-179.0,150.34,aapl
2017-07-20,-190.0,150.34,aapl
2017-07-20,-27.0,992.19,googl
2017-07-20,-28.0,992.19,googl
2017-07-21,156.0,188.54,nflx
2017-07-21,152.0,188.54,nflx
2017-07-21,-27.0,1025.67,amzn
2017-07-21,-27.0,1025.67,amzn
2017-07-21,-169.0,164.43,fb
2017-07-21,-174.0,164.43,fb
2017-07-21,28.0,993.84,googl
2017-07-21,28.0,993.84,googl
2017-07-24,-152.0,187.91,nflx
2017-07-24,-153.0,187.91,nflx
2017-07-24,27.0,1038.95,amzn
2017-07-24,27.0,1038.95,amzn
2017-07-24,174.0,166.0,fb
2017-07-24,173.0,166.0,fb
2017-07-24,190.0,152.09,aapl
2017-07-24,189.0,152.09,aapl
2017-07-25,-173.0,165.28,fb
2017-07-25,-175.0,165.28,fb
2017-07-25,-28.0,969.03,googl
2017-07-25,-29.0,969.03,googl
2017-07-26,153.0,189.08,nflx
2017-07-26,152.0,189.08,nflx
2017-07-26,175.0,165.61,fb
2017-07-26,174.0,165.61,fb
2017-07-27,-152.0,182.68,nflx
2017-07-27,-158.0,182.68,nflx
2017-07-27,-27.0,1046.0,amzn
2017-07-27,-27.0,1046.0,amzn
2017-07-27,-189.0,150.56,aapl
2017-07-27,-192.0,150.56,aapl
2017-07-28,158.0,184.04,nflx
2017-07-28,156.0,184.04,nflx
2017-07-28,29.0,958.33,googl
2017-07-28,30.0,958.33,googl
2017-07-31,-156.0,181.66,nflx
2017-07-31,-158.0,181.66,nflx
2017-07-31,-174.0,169.25,fb
2017-07-31,-169.0,169.25,fb
2017-07-31,-30.0,945.5,googl
2017-07-31,-30.0,945.5,googl
2017-08-01,158.0,182.03,nflx
2017-08-01,155.0,182.03,nflx
2017-08-01,27.0,996.19,amzn
2017-08-01,28.0,996.19,amzn
2017-08-01,169.0,169.86,fb
2017-08-01,166.0,169.86,fb
2017-08-01,192.0,150.05,aapl
2017-08-01,188.0,150.05,aapl
2017-08-01,30.0,946.56,googl
2017-08-01,29.0,946.56,googl
2017-08-02,-155.0,180.74,nflx
2017-08-02,-157.0,180.74,nflx
2017-08-02,-28.0,995.89,amzn
2017-08-02,-28.0,995.89,amzn
2017-08-02,-166.0,169.25,fb
2017-08-02,-167.0,169.25,fb
2017-08-03,-188.0,155.57,aapl
2017-08-03,-183.0,155.57,aapl
2017-08-03,-29.0,940.3,googl
2017-08-03,-30.0,940.3,googl
2017-08-04,157.0,180.27,nflx
2017-08-04,157.0,180.27,nflx
2017-08-04,28.0,987.58,amzn
2017-08-04,28.0,987.58,amzn
2017-08-04,167.0,169.62,fb
2017-08-04,167.0,169.62,fb
2017-08-04,183.0,156.39,aapl
2017-08-04,181.0,156.39,aapl
2017-08-04,30.0,945.79,googl
2017-08-04,30.0,945.79,googl
2017-08-07,-30.0,945.75,googl
2017-08-07,-30.0,945.75,googl
2017-08-08,-157.0,178.36,nflx
2017-08-08,-160.0,178.36,nflx
2017-08-08,-167.0,171.23,fb
2017-08-08,-167.0,171.23,fb
2017-08-09,-28.0,982.01,amzn
2017-08-09,-29.0,982.01,amzn
2017-08-10,-181.0,155.27,aapl
2017-08-10,-183.0,155.27,aapl
2017-08-11,160.0,171.4,nflx
2017-08-11,161.0,171.4,nflx
2017-08-11,29.0,967.99,amzn
2017-08-11,28.0,967.99,amzn
2017-08-11,167.0,168.08,fb
2017-08-11,165.0,168.08,fb
2017-08-11,183.0,157.48,aapl
2017-08-11,176.0,157.48,aapl
2017-08-11,30.0,930.09,googl
2017-08-11,29.0,930.09,googl
2017-08-14,-161.0,171.0,nflx
2017-08-14,-163.0,171.0,nflx
2017-08-15,-28.0,982.74,amzn
2017-08-15,-28.0,982.74,amzn
2017-08-15,-29.0,938.08,googl
2017-08-15,-30.0,938.08,googl
2017-08-16,163.0,169.98,nflx
2017-08-16,166.0,169.98,nflx
2017-08-16,-165.0,170.0,fb
2017-08-16,-166.0,170.0,fb
2017-08-16,-176.0,160.95,aapl
2017-08-16,-175.0,160.95,aapl
2017-08-16,30.0,944.27,googl
2017-08-16,29.0,944.27,googl
2017-08-17,-166.0,166.09,nflx
2017-08-17,-170.0,166.09,nflx
2017-08-17,-29.0,927.66,googl
2017-08-17,-30.0,927.66,googl
2017-08-18,170.0,166.54,nflx
2017-08-18,166.0,166.54,nflx
2017-08-18,166.0,167.41,fb
2017-08-18,165.0,167.41,fb
2017-08-22,28.0,966.9,amzn
2017-08-22,28.0,966.9,amzn
2017-08-22,175.0,159.78,aapl
2017-08-22,173.0,159.78,aapl
2017-08-22,30.0,940.4,googl
2017-08-22,29.0,940.4,googl
2017-08-23,-166.0,169.06,nflx
2017-08-23,-166.0,169.06,nflx
2017-08-23,-28.0,958.0,amzn
2017-08-23,-29.0,958.0,amzn
2017-08-23,-165.0,168.71,fb
2017-08-23,-166.0,168.71,fb
2017-08-24,-173.0,159.27,aapl
2017-08-24,-176.0,159.27,aapl
2017-08-24,-29.0,936.89,googl
2017-08-24,-29.0,936.89,googl
2017-08-25,176.0,159.86,aapl
2017-08-25,174.0,159.86,aapl
2017-08-28,166.0,167.12,nflx
2017-08-28,165.0,167.12,nflx
2017-08-28,29.0,946.02,amzn
2017-08-28,29.0,946.02,amzn
2017-08-28,166.0,167.24,fb
2017-08-28,165.0,167.24,fb
2017-08-29,29.0,935.75,googl
2017-08-29,29.0,935.75,googl
2017-09-01,-29.0,978.25,amzn
2017-09-01,-29.0,978.25,amzn
2017-09-01,-29.0,951.99,googl
2017-09-01,-30.0,951.99,googl
2017-09-05,-165.0,174.52,nflx
2017-09-05,-164.0,174.52,nflx
2017-09-05,-165.0,170.72,fb
2017-09-05,-167.0,170.72,fb
2017-09-05,-174.0,162.08,aapl
2017-09-05,-176.0,162.08,aapl
2017-09-06,164.0,179.25,nflx
2017-09-06,158.0,179.25,nflx
2017-09-06,29.0,967.8,amzn
2017-09-06,29.0,967.8,amzn
2017-09-06,167.0,172.09,fb
2017-09-06,165.0,172.09,fb
2017-09-06,30.0,942.02,googl
2017-09-06,30.0,942.02,googl
2017-09-07,-158.0,179.0,nflx
2017-09-07,-159.0,179.0,nflx
2017-09-08,-29.0,965.9,amzn
2017-09-08,-29.0,965.9,amzn
2017-09-08,-165.0,170.95,fb
2017-09-08,-168.0,170.95,fb
2017-09-08,-30.0,941.41,googl
2017-09-08,-30.0,941.41,googl
2017-09-11,159.0,181.74,nflx
2017-09-11,156.0,181.74,nflx
2017-09-11,29.0,977.96,amzn
2017-09-11,29.0,977.96,amzn
2017-09-11,168.0,173.51,fb
2017-09-11,163.0,173.51,fb
2017-09-11,176.0,161.5,aapl
2017-09-11,175.0,161.5,aapl
2017-09-11,30.0,943.29,googl
2017-09-11,30.0,943.29,googl
2017-09-12,-163.0,172.96,fb
2017-09-12,-166.0,172.96,fb
2017-09-12,-175.0,160.82,aapl
2017-09-12,-179.0,160.82,aapl
2017-09-13,-156.0,183.64,nflx
2017-09-13,-157.0,183.64,nflx
2017-09-13,166.0,173.05,fb
2017-09-13,167.0,173.05,fb
2017-09-14,-29.0,992.21,amzn
2017-09-14,-29.0,992.21,amzn
2017-09-14,-167.0,170.96,fb
2017-09-14,-169.0,170.96,fb
2017-09-14,-30.0,940.13,googl
2017-09-14,-30.0,940.13,googl
2017-09-15,169.0,171.58,fb
2017-09-15,167.0,171.58,fb
2017-09-15,179.0,159.88,aapl
2017-09-15,179.0,159.88,aapl
2017-09-18,157.0,184.62,nflx
2017-09-18,155.0,184.62,nflx
2017-09-18,-167.0,170.01,fb
2017-09-18,-168.0,170.01,fb
2017-09-18,-179.0,158.67,aapl
2017-09-18,-180.0,158.67,aapl
2017-09-19,168.0,172.52,fb
2017-09-19,165.0,172.52,fb
2017-09-19,180.0,158.73,aapl
2017-09-19,180.0,158.73,aapl
2017-09-19,30.0,936.86,googl
2017-09-19,30.0,936.86,googl
2017-09-20,-155.0,185.51,nflx
2017-09-20,-154.0,185.51,nflx
2017-09-20,29.0,973.21,amzn
2017-09-20,29.0,973.21,amzn
2017-09-20,-165.0,172.17,fb
2017-09-20,-166.0,172.17,fb
2017-09-20,-180.0,156.07,aapl
2017-09-20,-184.0,156.07,aapl
2017-09-21,154.0,188.78,nflx
2017-09-21,151.0,188.78,nflx
2017-09-21,-29.0,964.65,amzn
2017-09-21,-29.0,964.65,amzn
2017-09-22,-151.0,187.35,nflx
2017-09-22,-152.0,187.35,nflx
2017-09-22,-30.0,943.26,googl
2017-09-22,-30.0,943.26,googl
2017-09-26,152.0,179.38,nflx
2017-09-26,154.0,179.38,nflx
2017-09-26,166.0,164.21,fb
2017-09-26,168.0,164.21,fb
2017-09-26,184.0,153.14,aapl
2017-09-26,180.0,153.14,aapl
2017-09-26,30.0,937.43,googl
2017-09-26,29.0,937.43,googl
2017-09-27,29.0,950.87,amzn
2017-09-27,29.0,950.87,amzn
2017-09-28,-154.0,180.7,nflx
2017-09-28,-156.0,180.7,nflx
2017-09-28,-180.0,153.28,aapl
2017-09-28,-184.0,153.28,aapl
2017-09-29,156.0,181.35,nflx
2017-09-29,156.0,181.35,nflx
2017-09-29,184.0,154.12,aapl
2017-09-29,183.0,154.12,aapl
2017-10-02,-156.0,177.01,nflx
2017-10-02,-161.0,177.01,nflx
2017-10-02,-29.0,959.19,amzn
2017-10-02,-29.0,959.19,amzn
2017-10-02,-168.0,169.47,fb
2017-10-02,-168.0,169.47,fb
2017-10-02,-183.0,153.81,aapl
2017-10-02,-185.0,153.81,aapl
2017-10-02,-29.0,967.47,googl
2017-10-02,-29.0,967.47,googl
2017-10-03,161.0,179.19,nflx
2017-10-03,157.0,179.19,nflx
2017-10-03,168.0,169.96,fb
2017-10-03,166.0,169.96,fb
2017-10-03,185.0,154.48,aapl
2017-10-03,183.0,154.48,aapl
2017-10-03,29.0,972.08,googl
2017-10-03,29.0,972.08,googl
2017-10-04,29.0,965.45,amzn
2017-10-04,29.0,965.45,amzn
2017-10-04,-166.0,168.42,fb
2017-10-04,-168.0,168.42,fb
2017-10-04,-183.0,153.4508,aapl
2017-10-04,-185.0,153.4508,aapl
2017-10-04,-29.0,966.78,googl
2017-10-04,-29.0,966.78,googl
2017-10-05,168.0,171.24,fb
2017-10-05,166.0,171.24,fb
2017-10-05,185.0,155.39,aapl
2017-10-05,183.0,155.39,aapl
2017-10-05,29.0,985.19,googl
2017-10-05,28.0,985.19,googl
2017-10-06,-183.0,155.3,aapl
2017-10-06,-187.0,155.3,aapl
2017-10-09,-157.0,196.87,nflx
2017-10-09,-149.0,196.87,nflx
2017-10-09,187.0,155.84,aapl
2017-10-09,188.0,155.84,aapl
2017-10-09,-28.0,992.31,googl
2017-10-09,-29.0,992.31,googl
2017-10-10,-29.0,987.2,amzn
2017-10-10,-29.0,987.2,amzn
2017-10-10,-166.0,171.59,fb
2017-10-10,-171.0,171.59,fb
2017-10-11,29.0,995.0,amzn
2017-10-11,29.0,995.0,amzn
2017-10-11,171.0,172.74,fb
2017-10-11,169.0,172.74,fb
2017-10-11,29.0,1005.65,googl
2017-10-11,29.0,1005.65,googl
2017-10-12,149.0,195.86,nflx
2017-10-12,150.0,195.86,nflx
2017-10-12,-169.0,172.55,fb
2017-10-12,-170.0,172.55,fb
2017-10-12,-188.0,156.0,aapl
2017-10-12,-189.0,156.0,aapl
2017-10-13,170.0,173.74,fb
2017-10-13,170.0,173.74,fb
2017-10-13,189.0,156.99,aapl
2017-10-13,188.0,156.99,aapl
2017-10-17,-150.0,199.48,nflx
2017-10-17,-150.0,199.48,nflx
2017-10-18,-29.0,997.0,amzn
2017-10-18,-30.0,997.0,amzn
2017-10-18,-170.0,176.03,fb
2017-10-18,-170.0,176.03,fb
2017-10-18,-188.0,159.76,aapl
2017-10-18,-187.0,159.76,aapl
2017-10-19,-29.0,1001.84,googl
2017-10-19,-29.0,1001.84,googl
2017-10-20,170.0,174.98,fb
2017-10-20,168.0,174.98,fb
2017-10-20,187.0,156.16,aapl
